Well,Plate,Library,Replica,LibRep,LibRepPlateWell,Row,Column,Compound,Supplier.order.no.,EMBL.CBCF.Id,Supplier,Strain,ID,Environment,Product..common.name.,Family,Target,Specific.Target,Chem.ID,AUC
B2,1,PS2,1,PS2-Rep1,PS2-1-1-B2,B,2,IMIDACLOPRID,37894-100MG,447562,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Neonicotinoid,Insecticide,,86,44.88238375
B3,1,PS2,1,PS2-Rep1,PS2-1-1-B3,B,3,CHLORPROPHAM,45393-250MG,446804,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,CIPC,,Herbicide,,29,52.45772102
B4,1,PS2,1,PS2-Rep1,PS2-1-1-B4,B,4,CYPERMETHRIN (MIXTURE OF ISOMERS),36128-100MG,473433,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyrethroid,Insecticide,,166,44.87025948
B5,1,PS2,1,PS2-Rep1,PS2-1-1-B5,B,5,DINOCAP (MIXTURE OF ISOMERS),45452-100MG,555697,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,"Fungicide, Acaricide",98,41.67171534
B6,1,PS2,1,PS2-Rep1,PS2-1-1-B6,B,6,ABAMECTIN,31732-100MG,555088,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Avermectin,Insecticide,"Insects, mites, nematodes",4,38.53464142
B7,1,PS2,1,PS2-Rep1,PS2-1-1-B7,B,7,METALAXYL-M,32808-100MG,555978,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Acylalanine,Fungicide,,101,45.3145124
B8,1,PS2,1,PS2-Rep1,PS2-1-1-B8,B,8,AZOXYSTROBIN,31697-100MG,555082,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,Amistar,,Fungicide,,12,46.12652357
B9,1,PS2,1,PS2-Rep1,PS2-1-1-B9,B,9,SAFLUFENACIL,32435-100MG,555139,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyrimidinedione,Herbicide,,137,46.56202417
C1,1,PS2,1,PS2-Rep1,PS2-1-1-C1,C,1,BOSCALID,33875-100MG-R,555280,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Carboximide ,Fungicide,,17,42.69795457
C10,1,PS2,1,PS2-Rep1,PS2-1-1-C10,C,10,LAMBDA-CYHALOTHRIN,31058-100MG,555016,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyrethroid,Insecticide,,93,44.06211715
C11,1,PS2,1,PS2-Rep1,PS2-1-1-C11,C,11,GLYPHOSATE,45521-250MG,555744,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Herbicide,,79,49.55641514
C12,1,PS2,1,PS2-Rep1,PS2-1-1-C12,C,12,PROTHIOCONAZOLE,34232-100MG,555332,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazole,Fungicide,,130,44.3149057
C2,1,PS2,1,PS2-Rep1,PS2-1-1-C2,C,2,empty,,NA,,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,41.61606735
C3,1,PS2,1,PS2-Rep1,PS2-1-1-C3,C,3,DITHIANON,45462-250MG,555704,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Naphthodithiin,Fungicide,,51,42.46186233
C4,1,PS2,1,PS2-Rep1,PS2-1-1-C4,C,4,METSULFURON-METHYL,46432-100MG,555908,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Sulfonylurea,Herbicide,Broadleaf weeds,158,49.57955802
C5,1,PS2,1,PS2-Rep1,PS2-1-1-C5,C,5,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,48.14730862
C6,1,PS2,1,PS2-Rep1,PS2-1-1-C6,C,6,PENCONAZOL,36189-100MG,555463,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazole,Fungicide,,114,51.02156522
C7,1,PS2,1,PS2-Rep1,PS2-1-1-C7,C,7,SPIROMESIFEN,33599-100MG,555257,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Insecticide,,140,46.2552114
C8,1,PS2,1,PS2-Rep1,PS2-1-1-C8,C,8,FENPYROXIMATE,31684-100MG,555081,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyrazoles,"Insecticide, Acaricide",,61,41.62564462
C9,1,PS2,1,PS2-Rep1,PS2-1-1-C9,C,9,PENTHIOPYRAD,32064-25MG,555109,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,,116,42.49920522
D1,1,PS2,1,PS2-Rep1,PS2-1-1-D1,D,1,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,42.25894786
D10,1,PS2,1,PS2-Rep1,PS2-1-1-D10,D,10,HALOXYFOP,45817-100MG,555917,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyridine,Herbicide,,80,47.88848636
D11,1,PS2,1,PS2-Rep1,PS2-1-1-D11,D,11,FENHEXAMID,31713-100MG,555084,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Hydroxyanilide,Fungicide,,57,44.24443318
D12,1,PS2,1,PS2-Rep1,PS2-1-1-D12,D,12,BENTAZON,32052-250MG,555098,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Thiadiazine,Herbicide,,14,42.13815832
D2,1,PS2,1,PS2-Rep1,PS2-1-1-D2,D,2,NICOSULFURON,34210-100MG-R,555322,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Sulfonylurea,Herbicide,,111,47.68100781
D3,1,PS2,1,PS2-Rep1,PS2-1-1-D3,D,3,FLUTRIAFOL,34344-100MG,555350,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,,75,47.32339348
D4,1,PS2,1,PS2-Rep1,PS2-1-1-D4,D,4,EMAMECTIN BENZOATE,31733-250MG,555344,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Insecticide,,160,42.96201498
D5,1,PS2,1,PS2-Rep1,PS2-1-1-D5,D,5,THIACLOPRID,37905-100MG-R,555596,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Neonicotinoid,Insecticide,,145,49.46268904
D6,1,PS2,1,PS2-Rep1,PS2-1-1-D6,D,6,QUINOXYFEN,46439-100MG,555911,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Quinoline,Fungicide,,136,50.34765766
D7,1,PS2,1,PS2-Rep1,PS2-1-1-D7,D,7,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,49.55172614
D8,1,PS2,1,PS2-Rep1,PS2-1-1-D8,D,8,CARBARYL,32055-250MG,473478,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Carbamate,Insecticide,,22,48.62404783
D9,1,PS2,1,PS2-Rep1,PS2-1-1-D9,D,9,THIAMETHOXAM,37924-100MG-R,555602,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Neonicotinoid,Insecticide,,146,49.46016245
E1,1,PS2,1,PS2-Rep1,PS2-1-1-E1,E,1,THIOPHANATE-METHYL,45688-250MG,473576,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,,147,40.43128205
E10,1,PS2,1,PS2-Rep1,PS2-1-1-E10,E,10,METHOXYFENOZIDE,32507-50MG,555157,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Insecticide,,105,45.04788967
E11,1,PS2,1,PS2-Rep1,PS2-1-1-E11,E,11,FORMETANATE HYDROCHLORIDE,45514-250MG,555991,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,"Insecticide, Acaricide",,164,46.86599808
E12,1,PS2,1,PS2-Rep1,PS2-1-1-E12,E,12,PROMETRYN,45636-50MG,555774,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazine,Herbicide,,125,40.96597698
E2,1,PS2,1,PS2-Rep1,PS2-1-1-E2,E,2,HEXYTHIAZOX,33365-100MG,555220,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,"Insecticide, Acaricide","Mites, mite eggs",82,47.38532156
E3,1,PS2,1,PS2-Rep1,PS2-1-1-E3,E,3,FOMESAFEN,46325-100MG-R,555898,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Nitrophenyl ether,Herbicide,,78,45.85271806
E4,1,PS2,1,PS2-Rep1,PS2-1-1-E4,E,4,FLUXAPYROXAD,37047-100MG,555568,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyrazole-carboxamide,Fungicide,,76,47.46205698
E5,1,PS2,1,PS2-Rep1,PS2-1-1-E5,E,5,FENOBUCARB,45488-250MG,555725,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,BPMC,Carbamate,Insecticide,Hemiptera,58,49.13206647
E6,1,PS2,1,PS2-Rep1,PS2-1-1-E6,E,6,FLUAZINAM,34095-100MG,555307,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Diarylamine,Fungicide,,66,14.4603695
E7,1,PS2,1,PS2-Rep1,PS2-1-1-E7,E,7,CHLORPYRIPHOS-METHYL,45396-250MG,555657,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Insecticide,"Insects, worms",31,45.76450723
E8,1,PS2,1,PS2-Rep1,PS2-1-1-E8,E,8,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,47.53872015
E9,1,PS2,1,PS2-Rep1,PS2-1-1-E9,E,9,DIFLUBENZURON,45446-250MG,474291,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Benzoylurea,Insecticide,,46,46.34265167
F1,1,PS2,1,PS2-Rep1,PS2-1-1-F1,F,1,2-HYDROXYBIPHENYL,45529-250MG,555747,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"2-Phenylphenol, Dowicide, Torsite, Fungal, Preventol, Nipacide",,Fungicide,,2,37.28558168
F10,1,PS2,1,PS2-Rep1,PS2-1-1-F10,F,10,FLUDIOXONIL,46102-100MG-R,555877,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,,68,46.69745249
F11,1,PS2,1,PS2-Rep1,PS2-1-1-F11,F,11,DIAZINON,45428-250MG,473296,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Insecticide,"Cockroaches, silverfish, ants, and fleas",42,45.87303804
F12,1,PS2,1,PS2-Rep1,PS2-1-1-F12,F,12,METAMITRON,36154-100MG,555434,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazinone,Herbicide,,102,41.55028616
F2,1,PS2,1,PS2-Rep1,PS2-1-1-F2,F,2,DICHLOROPHEN,35992-250MG,473309,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Multi-target,"Fungicide, herbicide, bactericide, algicide, anticestodal",44,34.89444213
F3,1,PS2,1,PS2-Rep1,PS2-1-1-F3,F,3,CHLOROTHALONIL,36791-250MG,474361,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Bravo, Echo, and Daconil",,Fungicide,,28,47.94546546
F4,1,PS2,1,PS2-Rep1,PS2-1-1-F4,F,4,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,49.22250297
F5,1,PS2,1,PS2-Rep1,PS2-1-1-F5,F,5,AMITRAZ; NSC 324552,45323-250MG,472932,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,"Insecticide, Acaricide",mites,10,46.6950581
F6,1,PS2,1,PS2-Rep1,PS2-1-1-F6,F,6,PROSULFOCARB,31141-250MG,555023,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Herbicide,,129,49.19955086
F7,1,PS2,1,PS2-Rep1,PS2-1-1-F7,F,7,BROMOXYNIL,45355-250MG,555637,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Nitrile herbicide,Herbicide,Broadleaf weeds,18,37.1111634
F8,1,PS2,1,PS2-Rep1,PS2-1-1-F8,F,8,PROFENOFOS,45632-250MG,555770,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Insecticide,,124,45.91055192
F9,1,PS2,1,PS2-Rep1,PS2-1-1-F9,F,9,FLUFENACET,31718-100MG,555086,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Oxyacetanilide,Herbicide,,69,47.08183754
G1,1,PS2,1,PS2-Rep1,PS2-1-1-G1,G,1,PIRIMICARB,45627-250MG,555767,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Carbamate,Insecticide,Aphids,121,40.42861775
G10,1,PS2,1,PS2-Rep1,PS2-1-1-G10,G,10,CHLORDECON; KEPONE,45379-25MG,555650,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organochlorine,Insecticide,,26,43.44881156
G11,1,PS2,1,PS2-Rep1,PS2-1-1-G11,G,11,CLOPYRALID ,36758-250MG,555542,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Picolinic acid,Herbicide,Broadleaf weeds,155,45.62922526
G12,1,PS2,1,PS2-Rep1,PS2-1-1-G12,G,12,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,40.12914392
G2,1,PS2,1,PS2-Rep1,PS2-1-1-G2,G,2,CYMOXANIL,34326-100MG,555342,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Ureas,Fungicide,,38,49.78300172
G3,1,PS2,1,PS2-Rep1,PS2-1-1-G3,G,3,PYRIMETHANIL,31577-250MG,555062,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,,134,50.34920891
G4,1,PS2,1,PS2-Rep1,PS2-1-1-G4,G,4,IMAZETHAPYR,37923-100MG-R,555601,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Herbicide,Broadleaf and grassy weeds,85,50.44852867
G5,1,PS2,1,PS2-Rep1,PS2-1-1-G5,G,5,"2,4-D; 2,4-DICHLOROPHENOXYACETIC ACID",31518-250MG,555049,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"2,4-D",,Herbicide,Broadleaf weeds,1,49.55288093
G6,1,PS2,1,PS2-Rep1,PS2-1-1-G6,G,6,CYHALOFOP-BUTYL,32753-50MG,555187,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Herbicide,,154,47.67457063
G7,1,PS2,1,PS2-Rep1,PS2-1-1-G7,G,7,DODIN,45466-250MG,555989,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,Also bactericide,161,40.66081074
G8,1,PS2,1,PS2-Rep1,PS2-1-1-G8,G,8,ACEPHATE,45315-250MG,555617,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Insecticide,"Aphids, leaf miners, caterpillars, sawflies, thrips, and spider mites ",5,49.44996639
G9,1,PS2,1,PS2-Rep1,PS2-1-1-G9,G,9,CLOMAZONE,46120-100MG-R,555882,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Command, Commence",,Herbicide,Broadleaf weeds,33,47.02926114
H1,1,PS2,1,PS2-Rep1,PS2-1-1-H1,H,1,MYCLOBUTANIL,34360-100MG,555355,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazole,Fungicide,,110,37.13388265
H10,1,PS2,1,PS2-Rep1,PS2-1-1-H10,H,10,IPROVALICARB,33431-100MG-R,555248,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,Oomycetes,89,43.04040728
H11,1,PS2,1,PS2-Rep1,PS2-1-1-H11,H,11,MONOCROTOPHOS,36173-100MG,555449,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Insecticide,,108,41.63856301
H12,1,PS2,1,PS2-Rep1,PS2-1-1-H12,H,12,DMSO,,NA,,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,36.59344189
H2,1,PS2,1,PS2-Rep1,PS2-1-1-H2,H,2,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,41.13075232
H3,1,PS2,1,PS2-Rep1,PS2-1-1-H3,H,3,FENTHION,36552-250MG,473298,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Insecticide,,62,40.72014749
H4,1,PS2,1,PS2-Rep1,PS2-1-1-H4,H,4,SPIRODICLOFEN,33654-100MG-R,555259,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,"Insecticide, Acaricide",,139,46.04663421
H5,1,PS2,1,PS2-Rep1,PS2-1-1-H5,H,5,MEPIQUAT CHLORIDE,36151-100MG,555977,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Plant Growth Regulator,,157,45.97624952
H6,1,PS2,1,PS2-Rep1,PS2-1-1-H6,H,6,METHAMIDOPHOS,33395-100MG,555242,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Insecticide,,103,36.66812793
H7,1,PS2,1,PS2-Rep1,PS2-1-1-H7,H,7,FLUOPYRAM,32462-50MG,555143,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Multi-target,"Fungicide, nematicide",72,41.63355152
H8,1,PS2,1,PS2-Rep1,PS2-1-1-H8,H,8,MGK 264 (MIXTURE OF ISOMERS),36168-100MG,555444,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Synergist,Enhancing the potency of pyrethroid ingredients,151,43.06803038
H9,1,PS2,1,PS2-Rep1,PS2-1-1-H9,H,9,BENOXACOR,46001-50MG,555852,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Herbicide safener,,13,45.51101805
A1,1,PS1,2,PS1-Rep2,PS1-2-1-A1,G,11,CLOSANTEL,34093-100MG,472872,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Halogenated salicylanilide ,Parasiticide,"Flukes, nematodes, arthropods",34,32.15632262
A10,1,PS1,2,PS1-Rep2,PS1-2-1-A10,G,8,MONOSULTAP,32811-100MG,555192,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Insecticide,,109,44.23507404
A11,1,PS1,2,PS1-Rep2,PS1-2-1-A11,G,9,WARFARIN; COUMAFENE,45706-250MG-R,472403,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Rodenticide,,168,45.77083161
A12,1,PS1,2,PS1-Rep2,PS1-2-1-A12,G,10,FLONICAMID,32509-25MG,555159,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyridine,Insecticide,"aphids, whiteflies, and thrips",64,41.91634233
A2,1,PS1,2,PS1-Rep2,PS1-2-1-A2,G,12,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,37.96918184
A3,1,PS1,2,PS1-Rep2,PS1-2-1-A3,G,1,DICHLORVOS; DDVP,45441-250MG,473224,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Organophosphate,Insecticide,,163,39.7082263
A4,1,PS1,2,PS1-Rep2,PS1-2-1-A4,G,2,LINURON,36141-100MG,555426,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Ureas,Herbicide,,94,40.22480528
A5,1,PS1,2,PS1-Rep2,PS1-2-1-A5,G,3,AMETOCTRADIN,32461-50MG,555142,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazolopyrimidine,Fungicide,"Blight, downey mildew",9,41.93908276
A6,1,PS1,2,PS1-Rep2,PS1-2-1-A6,G,4,CYPROCONAZOL (MIXTURE OF DIASTEREOISOMER),46068-100MG,555874,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Azole,Fungicide,,39,41.00444124
A7,1,PS1,2,PS1-Rep2,PS1-2-1-A7,G,5,MANDIPROPAMID,32805-100MG,555190,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Mandelamide ,Fungicide,,97,41.16040556
A8,1,PS1,2,PS1-Rep2,PS1-2-1-A8,G,6,DINOTEFURAN,32499-50MG,555151,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Neonicotinoid,Insecticide,,50,41.98853407
A9,1,PS1,2,PS1-Rep2,PS1-2-1-A9,G,7,CHLORFENAPYR,37913-100MG-R,555599,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Halogenated pyrroles,Pro-insecticide,,27,42.63235334
B1,1,PS1,2,PS1-Rep2,PS1-2-1-B1,H,11,PINOXADEN,32821-25MG,555194,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Phenylpyrazolin,Herbicide,Grasses,119,38.36127063
B10,1,PS1,2,PS1-Rep2,PS1-2-1-B10,H,8,FLUPYRADIFURONE,37050-100MG,555570,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Butenolide,Insecticide,,73,53.56433579
B11,1,PS1,2,PS1-Rep2,PS1-2-1-B11,H,9,OXYFLUORFEN,35031-100MG,555377,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Goal, Galigan",,Herbicide,Broadleaf and grassy weeds,113,53.99019366
B12,1,PS1,2,PS1-Rep2,PS1-2-1-B12,H,10,TEBUCONAZOLE,32013-250MG,555093,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazole,Fungicide,,143,46.80434192
B2,1,PS1,2,PS1-Rep2,PS1-2-1-B2,H,12,empty,,NA,,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,50.86866987
B3,1,PS1,2,PS1-Rep2,PS1-2-1-B3,H,1,FENBUCONAZOL,31654-100MG,555073,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazole,Fungicide,,56,46.79625859
B4,1,PS1,2,PS1-Rep2,PS1-2-1-B4,H,2,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,53.39883731
B5,1,PS1,2,PS1-Rep2,PS1-2-1-B5,H,3,FENPROPATHRIN,31223-250MG,555028,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Danitol, Meothrin, Tame",Pyrethroid,Insecticide,,60,44.74637127
B6,1,PS1,2,PS1-Rep2,PS1-2-1-B6,H,4,METRIBUZIN,36165-100MG,555443,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Herbicide,,107,50.51410309
B7,1,PS1,2,PS1-Rep2,PS1-2-1-B7,H,5,MESOTRION,33855-100MG-R,555273,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Callisto, Tenacity",,Herbicide,,99,51.92863705
B8,1,PS1,2,PS1-Rep2,PS1-2-1-B8,H,6,IMAZALIL,32007-100MG,420997,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Freshgard, Fungaflor, and Nuzone",,Fungicide,,83,53.10396684
B9,1,PS1,2,PS1-Rep2,PS1-2-1-B9,H,7,DIMETHOMORPH (MIXTURE OF E AND Z ISOMERS),46027-100MG,555863,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Fungicide,Mildew and Root Rot,165,53.64400247
C1,1,PS1,2,PS1-Rep2,PS1-2-1-C1,A,11,NOVALURON,32419-25MG,555131,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Benzoylurea,Insecticide,,112,39.8097522
C10,1,PS1,2,PS1-Rep2,PS1-2-1-C10,A,8,TRIFLOXYSTROBIN,46447-100MG,555913,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Strobilurin,Fungicide,,150,53.05728221
C11,1,PS1,2,PS1-Rep2,PS1-2-1-C11,A,9,ACETOCHLOR,33379-100MG,555230,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Acenit, Keystone, Guardian, Harness, Relay, Sacemid, Surpass, Top-Hand, Trophy and Winner",Chloroacetanilides,Herbicide,,7,2.76405366
C12,1,PS1,2,PS1-Rep2,PS1-2-1-C12,A,10,PROPICONAZOLE,45642-250MG,555780,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazole,Fungicide,,128,36.28889101
C2,1,PS1,2,PS1-Rep2,PS1-2-1-C2,A,12,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,49.40663732
C3,1,PS1,2,PS1-Rep2,PS1-2-1-C3,A,1,THIABENDAZOLE,45684-250MG,420656,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,TBZ,,Multi-target,"Fungicide, Parasiticide",144,53.75294066
C4,1,PS1,2,PS1-Rep2,PS1-2-1-C4,A,2,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,52.13106085
C5,1,PS1,2,PS1-Rep2,PS1-2-1-C5,A,3,BIFENTHRIN,34314-100MG,555338,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Pyrethroid,Insecticide,,92,44.18912147
C6,1,PS1,2,PS1-Rep2,PS1-2-1-C6,A,4,CAPTAN,32054-250MG,474245,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Phthalimide,Fungicide,,21,42.92950737
C7,1,PS1,2,PS1-Rep2,PS1-2-1-C7,A,5,PIRIMIPHOS-METHYL,32058-250MG,555104,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Phosphorothioate,Insecticide,,122,55.72311555
C8,1,PS1,2,PS1-Rep2,PS1-2-1-C8,A,6,FLUROXYPYR,45758-100MG-R,555837,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Auxin,Herbicide,,74,55.36980981
C9,1,PS1,2,PS1-Rep2,PS1-2-1-C9,A,7,INDOXACARB,33969-25MG-R,555290,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Oxadiazine,Insecticide,Lepidoptera ,87,57.00757524
D1,1,PS1,2,PS1-Rep2,PS1-2-1-D1,B,11,DIURON,45463-250MG,555705,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,DCMU,Arylurea,Herbicide,,52,38.45902676
D10,1,PS1,2,PS1-Rep2,PS1-2-1-D10,B,8,SPIROTETRAMAT,32713-100MG,555182,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Keto-enol,Insecticide,,141,55.47674789
D11,1,PS1,2,PS1-Rep2,PS1-2-1-D11,B,9,CLETHODIM (MIXTURE OF ISOMERS),34190-50MG,555321,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Cyclohexanedione,Herbicide,Grasses,32,56.62095348
D12,1,PS1,2,PS1-Rep2,PS1-2-1-D12,B,10,DMSO,,153353,Roth,74,Neobacillus 1,Pristine,NA,NA,NA,NA,NA,46.92036997
D2,1,PS1,2,PS1-Rep2,PS1-2-1-D2,B,12,CYPRODINIL,34389-100MG,555364,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Anilinopyrimidine,Fungicide,,40,48.93134041
D3,1,PS1,2,PS1-Rep2,PS1-2-1-D3,B,1,ACETAMIPRID; N-(6-CHLORO-3-PYRIDYLMETHYL)-N-CYANO-N-METHYLACETAMIDINE,51625-50MG,555262,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,"Assail, Chipco",Neonicotinoid,Insecticide,"Sucking insects, fruit flies, fleas",6,54.51048476
D4,1,PS1,2,PS1-Rep2,PS1-2-1-D4,B,2,FENOXAPROP RACEMATE,36849-100MG-R,555554,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Herbicide,,59,53.43500327
D5,1,PS1,2,PS1-Rep2,PS1-2-1-D5,B,3,ISOXAFLUTOLE,46437-100MG,555909,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,,Herbicide,,91,53.33223017
D6,1,PS1,2,PS1-Rep2,PS1-2-1-D6,B,4,TRIADIMENOL A,45694-250MG,555816,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,,Triazole,Fungicide,,162,49.99636287
D7,1,PS1,2,PS1-Rep2,PS1-2-1-D7,B,5,HEXACHLOROPHENE,45526-250MG,440037,SIGMA-ALDRICH,74,Neobacillus 1,Pristine,Nabac,Organochlorine,Multi-target,"Fungicide, plant bactericide, and acaricide",81,19.42699765
